wallet,score,total_tx,deposit_count,borrow_count,repay_count,liquidation_count,borrow_to_deposit,repay_to_borrow,active_days,avg_usd_deposit,avg_usd_borrow
0x003edfecb016131dbd485c72f3b6f2e98a1429d9,519,144,59,50,16,0,0.8333333333333334,0.3137254901960784,41.27583333333333,1.4272945306226379e+19,6.854394517664005e+18
0x003f705c2e62e268891d8aa2724e32f2176dc963,500,1,1,0,0,0,0.0,0.0,0.0,1.5939348187759632e+19,0.0
0x00402e826833fbeb6f67072f3df3c8554a0b10e6,516,39,19,3,4,0,0.15,1.0,31.904039351851853,2.473995228072276e+21,5681323254.300586
0x00405f7b768a9a6b81e8060a17f0550501acf6be,529,144,87,40,0,0,0.45454545454545453,0.0,56.7734837962963,348295202.9577399,4.219929983565274e+20
0x0040932d4c252856709b24dc406244392d3df400,500,2,1,0,0,0,0.0,0.0,0.000925925925925926,9814599.508936934,0.0
0x0040daac32d83c78546ae36da42a496b28ab09e1,521,6,6,0,0,0,0.0,0.0,61.50616898148148,3.519600686103591e+20,0.0
0x00418b8ea6c6e2d5676f651bf76a368adb845e91,500,1,1,0,0,0,0.0,0.0,0.0,1.213755e+21,0.0
0x0041dac13d9365b4d695fb612950dc71884f8db1,323,154,43,34,55,0,0.7727272727272727,1.5714285714285714,51.28578703703704,1.1066384305259399e+20,4.454800898366448e+19
0x0043090d0a3338eb89914ea9af5c529e928a044c,500,2,1,0,0,0,0.0,0.0,0.001736111111111111,9225488219.474806,0.0
0x0043260ff376a32f335de2091e8bd455d74ecef9,500,1,1,0,0,0,0.0,0.0,0.0,1109778.724889663,0.0
0x00432772ed25d4eb3c6eb26dc461239b35cf8760,500,1,1,0,0,0,0.0,0.0,0.0,1.0990597666209373e+18,0.0
0x00432beb667c8908a74f35fef62882b502347e61,501,3,2,0,0,0,0.0,0.0,3.7355439814814817,10409647.380064912,0.0
0x00433d27687ff685d3871395d7fedfd42b1c3529,529,30,29,0,0,0,0.0,0.0,81.02637731481481,6.049878135098977e+18,0.0
0x0043f8113eb1257bc6314fe0434eec0d9bac3837,518,8,7,0,0,0,0.0,0.0,52.758125,2.5882779089199866e+19,0.0
0x004403abb2246c48ac770e30e7b36e3b16e152a1,502,12,3,5,3,0,1.25,0.5,23.52681712962963,7.239432453259995e+20,445185352.9230257
0x00447d3b5f40e1bb71766b5ffc656f5391f6e9d8,500,2,1,0,0,0,0.0,0.0,0.0002546296296296296,1040748536.6961979,0.0
